 TIME                                   ,IR_hori_kjphpm2                         ,Incidence_Angle_Horizontal,T_RTPV                                  ,Tout
7737.5,1323.6941,60.2139,29.2474,23.5
7738,1579.3781,55.2151,30.3836,24.4
7738.5,1802.2345,50.781,31.7849,25.2
7739,1970.729,47.0725,33.5021,26.1
7739.5,2074.0996,44.2729,34.6226,26.9
7740,2153.9172,42.5626,35.3309,27.6
7740.5,2210.1817,42.075,35.7893,28.3
7741,2204.0497,42.852,35.8688,28.9
7741.5,2138.9312,44.8276,35.6527,29.4
7742,2026.5764,47.8533,35.2301,29.7
7742.5,1869.4723,51.7448,34.7449,30
7743,1641.6597,56.3222,34.0905,30.2
7743.5,1361.9107,61.4316,33.2735,30.3
7744,1066.1339,66.9505,32.3883,30.2
7744.5,835.5962,72.7847,31.4965,29.9
7745,409.9189,78.8632,30.0907,29.4
7745.5,83.7,85.1324,28.9739,28.9
7746,0,89.1588,28.225,28.2
7746.5,0,90,27.775,27.8
7747,0,90,27.525,27.5
7747.5,0,90,27.275,27.3
7748,0,90,27.025,27
7748.5,0,90,26.8,26.8
7749,0,90,26.6,26.6
7749.5,0,90,26.375,26.4
7750,0,90,26.125,26.1
7750.5,0,90,25.875,25.9
7751,0,90,25.625,25.6
7751.5,0,90,25.4,25.4
7752,0,90,25.2,25.2
7752.5,0,90,24.925,24.9
7753,0,90,24.575,24.6
7753.5,0,90,24.225,24.2
7754,0,90,23.875,23.9
7754.5,0,90,23.575,23.6
7755,0,90,23.325,23.3
7755.5,0,90,23.1,23.1
7756,0,90,22.9,22.9
7756.5,0,90,22.725,22.7
7757,0,90,22.575,22.6
7757.5,0,90,22.45,22.5
7758,0,90,22.35,22.4
7758.5,0,90,22.3,22.3
7759,0,88.4943,22.3,22.3
7759.5,82.8,83.8287,22.5878,22.4
7760,248.4,77.609,23.1415,22.6
7760.5,472.6892,71.5919,23.939,22.9
7761,552.4902,65.8346,24.5355,23.3
7761.5,442.7662,60.4129,24.5183,23.6
7762,481.5,55.4264,24.6756,23.7
7762.5,603.6827,51.0041,25.0607,23.9
7763,725.9117,47.3056,25.5173,24.1
7763.5,901.7701,44.5123,26.0495,24.3
7764,1029.7373,42.8023,26.4318,24.5
7764.5,1144.4928,42.3076,26.8723,24.7
7765,1168.3387,43.0701,27.2669,24.8
7765.5,1082.5929,45.0259,27.5171,25
7766,1039.0361,48.0292,27.9763,25.3
7766.5,1037.628,51.8978,28.413,25.5
7767,919.526,56.4535,28.2783,25.6
7767.5,691.2779,61.5432,27.6936,25.7
7768,515.8397,67.0444,27.1602,25.6
7768.5,357.3,72.8631,26.627,25.5
7769,211.5,78.9279,26.0417,25.3
7769.5,72.9,85.1851,25.3262,25.1
7770,0,89.1825,24.75,24.8
7770.5,0,90,24.45,24.5
7771,0,90,24.15,24.2
7771.5,0,90,23.825,23.8
7772,0,90,23.475,23.5
7772.5,0,90,23.075,23.1
7773,0,90,22.625,22.6
7773.5,0,90,22.175,22.2
7774,0,90,21.725,21.7
7774.5,0,90,21.15,21.2
7775,0,90,20.45,20.5
7775.5,0,90,20.225,20.2
7776,0,90,20.475,20.5
7776.5,0,90,20.525,20.5
7777,0,90,20.375,20.4
7777.5,0,90,20.125,20.1
7778,0,90,19.775,19.8
7778.5,0,90,19.425,19.4
7779,0,90,19.075,19.1
7779.5,0,90,18.825,18.8
7780,0,90,18.675,18.7
7780.5,0,90,18.5,18.5
7781,0,90,18.3,18.3
7781.5,0,90,18.125,18.1
7782,0,90,17.975,18
7782.5,0,90,17.9,17.9
7783,0,88.5701,17.9,17.9
7783.5,104.9659,83.9841,18.3674,18.1
7784,316.6308,77.7736,19.3105,18.4
7784.5,483.6012,71.7666,20.3175,18.7
7785,619.7461,66.0202,21.6221,19.1
7785.5,756.8423,60.6099,22.9684,19.5
7786,906.6011,55.6352,24.2311,19.8
7786.5,1085.0058,51.2241,25.6299,20.2
7787,1228.5981,47.5347,26.8176,20.6
7787.5,1369.2443,44.7469,28.1391,21
7788,1449.5426,43.0365,29.1476,21.4
7788.5,1463.124,42.5342,29.3872,21.7
7789,1471.9497,43.2821,29.3392,22
7789.5,1487.9176,45.2181,29.748,22.2
7790,1393.4579,48.1989,29.8498,22.4
7790.5,1207.3899,52.0448,29.2857,22.5
7791,1004.0283,56.5791,28.451,22.6
7791.5,751.9834,61.6492,26.4363,22.6
7792,547.5963,67.133,24.6884,22.5
7792.5,365.4,72.9363,23.6073,22.3
7793,210.6,78.9876,22.7323,22
7793.5,73.8,85.2329,21.9206,21.7
7794,0,89.2036,21.35,21.4
7794.5,0,90,21.075,21.1
7795,0,90,20.825,20.8
7795.5,0,90,20.575,20.6
7796,0,90,20.325,20.3
7796.5,0,90,20.1,20.1
7797,0,90,19.9,19.9
7797.5,0,90,19.675,19.7
7798,0,90,19.425,19.4
7798.5,0,90,19.175,19.2
7799,0,90,18.925,18.9
7799.5,0,90,18.675,18.7
7800,0,90,18.425,18.4
7800.5,0,90,18.225,18.2
7801,0,90,18.075,18.1
7801.5,0,90,17.925,17.9
7802,0,90,17.775,17.8
7802.5,0,90,17.625,17.6
7803,0,90,17.475,17.5
7803.5,0,90,17.35,17.4
7804,0,90,17.25,17.3
7804.5,0,90,17.175,17.2
7805,0,90,17.125,17.1
7805.5,0,90,17.075,17.1
7806,0,90,17.025,17
7806.5,0,90,16.975,17
7807,0,88.6457,16.925,16.9
7807.5,132.807,84.1392,18.0667,17.1
7808,448.0488,77.9376,20.8727,17.6
7808.5,710.6532,71.9403,23.115,18.2
7809,927.8502,66.2043,24.7062,18.9
7809.5,1216.1503,60.805,26.9037,19.6
7810,1429.8379,55.8413,28.9174,20.3
7810.5,1606.7487,51.4407,30.0903,21.1
7811,1740.3178,47.7598,30.3166,21.8
7811.5,1818.7432,44.9767,30.3409,22.4
7812,1854.3309,43.2653,30.3263,22.9
7812.5,1834.7121,42.7549,30.1278,23.3
7813,1805.002,43.4879,29.9747,23.7
7813.5,1756.5169,45.4041,29.5797,24
7814,1675.8142,48.3626,29.0195,24.2
7814.5,1578.9875,52.186,28.7821,24.4
7815,1377.9331,56.6989,28.2774,24.5
7815.5,1114.8487,61.7497,27.3371,24.5
7816,867.8154,67.2163,26.4556,24.4
7816.5,610.8463,73.0044,25.5983,24.1
7817,331.6097,79.0423,24.529,23.8
7817.5,99,85.2757,23.5468,23.4
7818,0,89.2224,22.85,22.9
7818.5,0,90,22.475,22.5
7819,0,90,22.225,22.2
7819.5,0,90,22,22
7820,0,90,21.8,21.8
7820.5,0,90,21.6,21.6
7821,0,90,21.4,21.4
7821.5,0,90,21.2,21.2
7822,0,90,21,21
7822.5,0,90,20.8,20.8
7823,0,90,20.6,20.6
7823.5,0,90,20.375,20.4
7824,0,90,20.125,20.1
7824.5,0,90,19.925,19.9
7825,0,90,19.775,19.8
7825.5,0,90,19.6,19.6
7826,0,90,19.4,19.4
7826.5,0,90,19.225,19.2
7827,0,90,19.075,19.1
7827.5,0,90,18.975,19
7828,0,90,18.925,18.9
7828.5,0,90,18.85,18.9
7829,0,90,18.75,18.8
7829.5,0,90,18.675,18.7
7830,0,90,18.625,18.6
7830.5,0,90,18.625,18.6
7831,7.2,88.7212,18.6992,18.7
7831.5,206.0529,84.2938,19.7834,19
7832,527.4352,78.1009,21.6032,19.5
7832.5,826.1639,72.1129,23.4357,20.2
7833,1086.4178,66.3869,24.9871,20.9
7833.5,1155.6219,60.998,25.4107,21.6
7834,1331.6989,56.0448,26.404,22.3
7834.5,1731.3205,51.6539,28.2922,23
7835,1918.655,47.9807,29.0656,23.7
7835.5,1884.4994,45.2015,29.2104,24.3
7836,1886.3036,43.4884,29.7994,24.8
7836.5,1794.3533,42.9695,30.0035,25.3
7837,1922.3348,43.6875,30.9975,25.6
7837.5,2416.6707,45.5837,33.1811,26
7838,2258.7913,48.5201,32.6721,26.5
7838.5,1635.0343,52.3211,30.7736,26.7
7839,1223.6426,56.813,29.677,26.8
7839.5,835.8921,61.8447,28.5255,26.7
7840,547.65,67.2942,27.4868,26.4
7840.5,301.95,73.0672,26.6064,26
7841,144.45,79.0919,25.8316,25.5
7841.5,57.6,85.3136,25.1687,25.1
7842,0,89.2387,24.55,24.6
7842.5,0,90,24.1,24.1
7843,0,90,23.7,23.7
7843.5,0,90,23.325,23.3
7844,0,90,22.975,23
7844.5,0,90,22.6,22.6
7845,0,90,22.2,22.2
7845.5,0,90,21.8,21.8
7846,0,90,21.4,21.4
7846.5,0,90,21,21
7847,0,90,20.6,20.6
7847.5,0,90,20.225,20.2
7848,0,90,19.875,19.9
7848.5,0,90,19.45,19.5
7849,0,90,18.95,18.9
7849.5,0,90,18.45,18.4
7850,0,90,17.95,17.9
7850.5,0,90,17.475,17.5
7851,0,90,17.025,17
7851.5,0,90,16.675,16.7
7852,0,90,16.425,16.4
7852.5,0,90,16.175,16.2
7853,0,90,15.925,15.9
7853.5,0,90,15.725,15.7
7854,0,90,15.575,15.6
7854.5,0,90,15.475,15.5
7855,0,88.7965,15.425,15.4
7855.5,128.4316,84.4479,16.121,15.6
7856,482.6366,78.2633,17.9941,15.9
7856.5,762.2773,72.2843,19.3716,16.4
7857,985.0357,66.5678,20.2788,17
7857.5,1315.1846,61.1888,21.7132,17.7
7858,1598.7705,56.2454,23.3931,18.4
7858.5,1944.5513,51.8635,25.2396,19.1
7859,2143.7535,48.1973,26.172,19.8
7859.5,2087.939,45.4212,25.9754,20.5
7860,2176.5552,43.7058,26.3529,21
7860.5,2478.3567,43.1779,27.8206,21.6
7861,2409.7552,43.8806,28.3911,22.1
7861.5,1982.0324,45.757,27.3274,22.4
7862,1813.467,48.6713,26.946,22.5
7862.5,1785.8347,52.4502,27.4356,22.7
7863,1574.1741,56.9213,27.4245,22.8
7863.5,1347.4243,61.934,26.7614,22.7
7864,965.1281,67.3667,25.2043,22.5
7864.5,483.3468,73.1248,23.3654,22.2
7865,235.8,79.1364,22.1979,21.7
7865.5,80.1,85.3466,21.3433,21.2
7866,0,89.2525,20.65,20.7
7866.5,0,90,20.275,20.3
7867,0,90,20.025,20
7867.5,0,90,19.775,19.8
7868,0,90,19.525,19.5
7868.5,0,90,19.25,19.3
7869,0,90,18.95,18.9
7869.5,0,90,18.675,18.7
7870,0,90,18.425,18.4
7870.5,0,90,18.175,18.2
7871,0,90,17.925,17.9
7871.5,0,90,17.675,17.7
7872,0,90,17.425,17.4
7872.5,0,90,17.25,17.3
7873,0,90,17.15,17.2
7873.5,0,90,17.075,17.1
7874,0,90,17.025,17
7874.5,0,90,16.95,16.9
7875,0,90,16.85,16.9
7875.5,0,90,16.775,16.8
7876,0,90,16.725,16.7
7876.5,0,90,16.675,16.7
7877,0,90,16.625,16.6
7877.5,0,90,16.6,16.6
7878,0,90,16.6,16.6
7878.5,0,90,16.6,16.6
7879,0,88.8716,16.6,16.6
7879.5,130.8576,84.6014,17.3512,16.8
7880,519.1789,78.4247,19.6987,17.3
7880.5,829.795,72.4542,21.9627,17.9
7881,1053.0429,66.7468,23.4843,18.9
7881.5,1329.459,61.3772,24.8631,19.7
7882,1586.6292,56.443,26.1594,20.6
7882.5,1964.9973,52.0694,28.1486,21.5
7883,2191.0774,48.4094,29.5195,22.4
7883.5,2243.3765,45.6358,30.3992,23.3
7884,2263.03,43.9174,31.3692,24
7884.5,2206.4769,43.3801,31.5491,24.5
7885,2114.32,44.0673,31.3214,25
7885.5,1959.0191,45.9238,30.8393,25.3
7886,1843.5872,48.8162,30.4505,25.6
7886.5,1769.9973,52.5732,30.3574,25.8
7887,1557.4156,57.0237,29.8518,25.9
7887.5,1270.6079,62.0177,29.0326,25.9
7888,971.0687,67.4337,28.0816,25.7
7888.5,705.9923,73.1772,27.1667,25.4
7889,352.7228,79.1759,25.8499,25
7889.5,82.8,85.3747,24.6601,24.5
7890,0,89.264,23.9,23.9
7890.5,0,90,23.425,23.4
7891,0,90,23.075,23.1
7891.5,0,90,22.725,22.7
7892,0,90,22.375,22.4
7892.5,0,90,22.025,22
7893,0,90,21.675,21.7
7893.5,0,90,21.325,21.3
7894,0,90,20.975,21
7894.5,0,90,20.625,20.6
7895,0,90,20.275,20.3
7895.5,0,90,19.925,19.9
7896,0,90,19.575,19.6
7896.5,0,90,19.2,19.2
7897,0,90,18.8,18.8
7897.5,0,90,18.4,18.4
7898,0,90,18,18
7898.5,0,90,17.6,17.6
7899,0,90,17.2,17.2
7899.5,0,90,16.9,16.9
7900,0,90,16.7,16.7
7900.5,0,90,16.475,16.5
7901,0,90,16.225,16.2
7901.5,0,90,16.05,16.1
7902,0,90,15.95,16
7902.5,0,90,15.875,15.9
7903,0,88.9463,15.825,15.8
7903.5,136.3176,84.7541,17.358,16
7904,431.3248,78.585,20.3395,16.3
7904.5,675.5636,72.6227,22.6505,16.8
7905,877.4989,66.9239,24.8939,17.4
7905.5,959.336,61.563,25.8339,17.9
7906,1079.8043,56.6375,27.4158,18.4
7906.5,1195.8403,52.2715,28.5467,18.9
7907,1459.5942,48.6169,30.8491,19.4
7907.5,1998.9066,45.8451,35.3991,20
7908,2271.6185,44.1231,36.9298,20.7
7908.5,2315.4846,43.576,36.5746,21.3
7909,2380.8543,44.2475,36.3237,21.9
7909.5,2397.3633,46.0841,36.2733,22.4
7910,2330.5045,48.9547,36.1638,22.9
7910.5,2220.1621,52.6901,36.004,23.2
7911,1923.6567,57.1202,34.7075,23.5
7911.5,1502.0221,62.0957,32.5736,23.6
7912,1171.5912,67.4954,31.0936,23.5
7912.5,987.0469,73.2244,30.6265,23.3
7913,454.505,79.2103,26.6921,23
7913.5,70.2,85.3979,22.9061,22.5
7914,1.8,89.273,21.975,22
7914.5,0,90,21.55,21.6
7915,0,90,21.25,21.3
7915.5,0,90,20.975,21
7916,0,90,20.725,20.7
7916.5,0,90,20.475,20.5
7917,0,90,20.225,20.2
7917.5,0,90,19.975,20
7918,0,90,19.725,19.7
7918.5,0,90,19.45,19.5
7919,0,90,19.15,19.2
7919.5,0,90,18.875,18.9
7920,0,90,18.625,18.6
7920.5,0,90,18.4,18.4
7921,0,90,18.2,18.2
7921.5,0,90,18.05,18.1
7922,0,90,17.95,17.9
7922.5,0,90,17.825,17.8
7923,0,90,17.675,17.7
7923.5,0,90,17.55,17.6
7924,0,90,17.45,17.4
7924.5,0,90,17.375,17.4
7925,0,90,17.325,17.3
7925.5,0,90,17.275,17.3
7926,0,90,17.225,17.2
7926.5,0,90,17.2,17.2
7927,0,89.0207,17.2,17.2
7927.5,86.4,84.9059,18.0219,17.3
7928,259.2,78.7442,19.5527,17.6
7928.5,395.5955,72.7897,20.7827,17.9
7929,541.8082,67.0989,22.092,18.3
7929.5,745.1071,61.7463,23.6703,18.8
7930,895.4551,56.8287,24.7001,19.3
7930.5,1007.1867,52.4696,25.3533,19.7
7931,1096.0031,48.8198,25.8029,20.1
7931.5,1174.4407,46.0489,26.2984,20.5
7932,1169.0537,44.3228,26.5042,20.8
7932.5,1042.4479,43.7655,26.0903,21.1
7933,1019.1825,44.4211,26.1771,21.3
7933.5,1101.5887,46.2379,26.6129,21.5
7934,1054.5485,49.0869,26.2488,21.6
7934.5,910.4302,52.8008,25.5585,21.7
7935,782.1324,57.2107,25.0108,21.8
7935.5,639.7865,62.1681,24.425,21.8
7936,495.3113,67.5515,23.8,21.7
7936.5,346.05,73.2663,23.0385,21.5
7937,208.35,79.2397,22.2411,21.3
7937.5,71.1,85.4162,21.3661,21.1
7938,0,89.2796,20.75,20.8
7938.5,0,90,20.45,20.5
7939,0,90,20.15,20.2
7939.5,0,90,19.85,19.9
7940,0,90,19.55,19.6
7940.5,0,90,19.25,19.3
7941,0,90,18.95,18.9
7941.5,0,90,18.625,18.6
7942,0,90,18.275,18.3
7942.5,0,90,17.925,17.9
7943,0,90,17.575,17.6
7943.5,0,90,17.275,17.3
7944,0,90,17.025,17
7944.5,0,90,16.75,16.8
7945,0,90,16.45,16.4
7945.5,0,90,16.125,16.1
7946,0,90,15.775,15.8
7946.5,0,90,15.45,15.5
7947,0,90,15.15,15.2
7947.5,0,90,14.9,14.9
7948,0,90,14.7,14.7
7948.5,0,90,14.525,14.5
7949,0,90,14.375,14.4
7949.5,0,90,14.225,14.2
7950,0,90,14.075,14.1
7950.5,0,90,14,14
7951,0,89.0947,14,14
7951.5,145.7814,85.0568,15.2069,14.2
7952,440.8698,78.9021,17.0661,14.6
7952.5,573.9768,72.9548,17.554,15
7953,756.7559,67.2717,18.3953,15.5
7953.5,905.217,61.9268,19.0585,15.9
7954,1099.2061,57.0166,20.0935,16.3
7954.5,1469.8408,52.6637,21.8667,16.8
7955,1566.2726,49.0178,22.2651,17.3
7955.5,1254.7287,46.2473,21.1259,17.7
7956,1631.3951,44.5164,22.4876,18
7956.5,1929.2789,43.9485,23.6498,18.4
7957,2156.5456,44.588,25.08,18.9
7957.5,2201.6034,46.385,25.7917,19.4
7958,2122.7726,49.2126,25.6649,19.8
7958.5,1992.5125,52.9052,25.2159,20.1
7959,1595.2359,57.2953,24.0146,20.3
7959.5,967.4789,62.2347,22.1459,20.3
7960,639.135,67.6022,21.1058,20.1
7960.5,406.7965,73.303,20.4056,19.8
7961,220.5,79.264,19.6964,19.4
7961.5,77.4,85.4297,19.0741,19
7962,0,89.2838,18.525,18.5
7962.5,0,90,18.15,18.2
7963,0,90,17.85,17.9
7963.5,0,90,17.575,17.6
7964,0,90,17.325,17.3
7964.5,0,90,17.05,17.1
7965,0,90,16.75,16.8
7965.5,0,90,16.475,16.5
7966,0,90,16.225,16.2
7966.5,0,90,15.95,16
7967,0,90,15.65,15.7
7967.5,0,90,15.375,15.4
7968,0,90,15.125,15.1
7968.5,0,90,14.825,14.8
7969,0,90,14.475,14.5
7969.5,0,90,14.2,14.2
7970,0,90,14,14
7970.5,0,90,13.775,13.8
7971,0,90,13.525,13.5
7971.5,0,90,13.35,13.4
7972,0,90,13.25,13.3
7972.5,0,90,13.125,13.1
7973,0,90,12.975,13
7973.5,0,90,12.85,12.9
7974,0,90,12.75,12.8
7974.5,0,90,12.7,12.7
7975,0,89.1682,12.7,12.7
7975.5,50.4,85.2067,12.883,12.8
7976,151.2,79.0585,13.2565,12.9
7976.5,301.5,73.1182,13.9054,13.1
7977,476.1,67.4423,14.8352,13.4
7977.5,669.5455,62.1045,15.8526,13.7
7978,796.7639,57.2009,16.5203,14
7978.5,863.5278,52.8536,16.9453,14.4
7979,878.1878,49.211,17.2067,14.7
7979.5,760.6257,46.4401,17.0597,14.9
7980,820.5585,44.7039,17.4107,15
7980.5,1064.0585,44.1249,18.3258,15.2
7981,1159.6025,44.7482,18.8232,15.4
7981.5,1204.7652,46.5254,19.1731,15.6
7982,1136.0218,49.3317,19.1334,15.8
7982.5,897.9968,53.0033,18.3047,15.9
7983,839.136,57.3738,17.9595,15.9
7983.5,852.3825,62.2956,18.0622,15.9
7984,666.9679,67.6474,17.773,16
7984.5,351.9,73.3344,16.8372,15.9
7985,188.1,79.2833,16.2206,15.7
7985.5,69.3,85.4383,15.6809,15.5
7986,0,89.2857,15.225,15.2
7986.5,0,90,15,15
7987,0,90,14.8,14.8
7987.5,0,90,14.625,14.6
7988,0,90,14.475,14.5
7988.5,0,90,14.1,14.1
7989,0,90,13.5,13.5
7989.5,0,90,13.25,13.3
7990,0,90,13.35,13.4
7990.5,0,90,13.4,13.4
7991,0,90,13.4,13.4
7991.5,0,90,13.25,13.3
7992,0,90,12.95,13
7992.5,0,90,12.8,12.8
7993,0,90,12.8,12.8
7993.5,0,90,12.75,12.8
7994,0,90,12.65,12.7
7994.5,0,90,12.55,12.6
7995,0,90,12.45,12.5
7995.5,0,90,12.375,12.4
7996,0,90,12.325,12.3
7996.5,0,90,12.275,12.3
7997,0,90,12.225,12.2
7997.5,0,90,12.175,12.2
7998,0,90,12.125,12.1
7998.5,0,90,12.1,12.1
7999,0,89.2412,12.1,12.1
7999.5,97.875,85.3554,12.5864,12.2
8000,139.725,79.2134,12.9295,12.4
8000.5,41.85,73.2796,12.6486,12.5
8001,448.2,67.6103,13.9628,12.5
8001.5,870.1266,62.2792,15.8715,12.9
8002,1434.5931,57.3817,18.83,13.8
8002.5,1824.2226,53.0392,21.3163,14.7
8003,2062.9423,49.3992,23.0136,15.7
8003.5,2093.067,46.6273,23.9996,16.6
8004,2000.7456,44.8851,24.8848,17.3
8004.5,1673.4271,44.2947,24.1344,17.9
8005,1505.7139,44.9017,23.719,18.2
8005.5,1356.967,46.6591,23.3653,18.4
8006,1425.448,49.4443,24.1424,18.6
8006.5,1746.4047,53.0952,25.7659,18.8
8007,1716.0745,57.4464,25.153,19.1
8007.5,1496.2345,62.3507,24.4837,19.3
8008,1161.1828,67.6871,23.6466,19.4
8008.5,858.5502,73.3606,22.6497,19.3
8009,427.218,79.2976,20.7295,18.9
8009.5,103.5,85.4421,18.8839,18.6
8010,11.7,89.2852,18.09,18.1
8010.5,0,90,17.725,17.7
8011,0,90,17.575,17.6
8011.5,0,90,17.4,17.4
8012,0,90,17.2,17.2
8012.5,0,90,17.025,17
8013,0,90,16.875,16.9
8013.5,0,90,16.7,16.7
8014,0,90,16.5,16.5
8014.5,0,90,16.3,16.3
8015,0,90,16.1,16.1
8015.5,0,90,15.925,15.9
8016,0,90,15.775,15.8
8016.5,0,90,15.6,15.6
8017,0,90,15.4,15.4
8017.5,0,90,15.2,15.2
8018,0,90,15,15
8018.5,0,90,14.825,14.8
8019,0,90,14.675,14.7
8019.5,0,90,14.55,14.6
8020,0,90,14.45,14.5
8020.5,0,90,14.35,14.4
8021,0,90,14.25,14.3
8021.5,0,90,14.175,14.2
8022,0,90,14.125,14.1
8022.5,0,90,14.1,14.1
8023,0,89.3136,14.1,14.1
8023.5,118.2625,85.5028,15.4785,14.4
8024,476.8385,79.3667,19.6394,14.9
8024.5,767.4051,73.439,22.7159,15.5
8025,977.1045,67.7759,24.0866,16.4
8025.5,1270.4499,62.4507,25.6732,17.3
8026,1491.1818,57.5587,26.5179,18.2
8026.5,1680.0623,53.2204,27.0787,19.1
8027,1805.1087,49.5822,27.259,20
8027.5,1828.8798,46.8086,27.2383,20.7
8028,1906.5577,45.06,27.9608,21.4
8028.5,2073.2346,44.4579,29.3086,22
8029,2103.0781,45.0483,29.969,22.6
8029.5,1978.6776,46.786,30.0546,23.1
8030,1971.5144,49.5502,31.0402,23.5
8030.5,2043.3514,53.1806,32.3556,23.9
8031,1858.4407,57.5128,31.9531,24.2
8031.5,1576.5572,62.4,30.9344,24.3
8032,1184.163,67.7214,29.3189,24.3
8032.5,829.5262,73.3815,27.5037,24.1
8033,401.0324,79.3069,25.1322,23.6
8033.5,79.2,85.4412,23.2523,23.1
8034,0,89.2824,22.35,22.4
8034.5,0,90,21.8,21.8
8035,0,90,21.4,21.4
8035.5,0,90,20.975,21
8036,0,90,20.525,20.5
8036.5,0,90,20.1,20.1
8037,0,90,19.7,19.7
8037.5,0,90,19.3,19.3
8038,0,90,18.9,18.9
8038.5,0,90,18.475,18.5
8039,0,90,18.025,18
8039.5,0,90,17.6,17.6
8040,0,90,17.2,17.2
8040.5,0,90,16.8,16.8
8041,0,90,16.4,16.4
8041.5,0,90,15.975,16
8042,0,90,15.525,15.5
8042.5,0,90,15.075,15.1
8043,0,90,14.625,14.6
8043.5,0,90,14.3,14.3
8044,0,90,14.1,14.1
8044.5,0,90,13.875,13.9
8045,0,90,13.625,13.6
8045.5,0,90,13.425,13.4
8046,0,90,13.275,13.3
8046.5,0,90,13.2,13.2
8047,0,89.3855,13.2,13.2
8047.5,108.1762,85.6489,13.8451,13.4
8048,438.4946,79.5182,15.4927,13.7
8048.5,674.1904,73.5962,16.4256,14.1
8049,827.2741,67.9387,17.2611,14.6
8049.5,1294.1538,62.6191,19.65,15.3
8050,1583.8098,57.7319,21.1736,16
8050.5,1642.9979,53.397,21.5,16.6
8051,1796.0768,49.7601,22.1439,17.1
8051.5,2132.4759,46.9841,23.6123,17.7
8052,2095.6439,45.2285,23.9152,18.3
8052.5,1620.2903,44.6143,22.6086,18.7
8053,1448.1442,45.188,22.2234,18.9
8053.5,1516.9887,46.9061,22.7157,19
8054,1370.1872,49.6496,22.576,19.1
8054.5,1151.4674,53.2597,22.0118,19.1
8055,791.3925,57.5731,20.9223,18.9
8055.5,243.9,62.4436,19.2481,18.6
8056,77.4,67.7501,18.3038,18.1
8056.5,62.55,73.3972,17.7734,17.6
8057,38.25,79.3112,17.2437,17.1
8057.5,14.4,85.4355,16.7702,16.7
8058,0,89.2772,16.375,16.4
8058.5,0,90,16.15,16.2
8059,0,90,16.05,16.1
8059.5,0,90,15.95,16
8060,0,90,15.85,15.9
8060.5,0,90,15.775,15.8
8061,0,90,15.725,15.7
8061.5,0,90,15.65,15.7
8062,0,90,15.55,15.6
8062.5,0,90,15.45,15.5
8063,0,90,15.35,15.4
8063.5,0,90,15.25,15.3
8064,0,90,15.15,15.2
8064.5,0,90,15.125,15.1
8065,0,90,15.175,15.2
8065.5,0,90,15.225,15.2
8066,0,90,15.275,15.3
8066.5,0,90,15.325,15.3
8067,0,90,15.375,15.4
8067.5,0,90,15.425,15.4
8068,0,90,15.475,15.5
8068.5,0,90,15.5,15.5
8069,0,90,15.5,15.5
8069.5,0,90,15.525,15.5
8070,0,90,15.575,15.6
8070.5,0,90,15.6,15.6
8071,0,89.4566,15.6,15.6
8071.5,121.1115,85.7935,16.5033,15.9
8072,490.4091,79.6679,19.2056,16.4
8072.5,809.5392,73.7511,22.2112,17.2
8073,1049.4443,68.0988,25.167,18.3
8073.5,1339.4589,62.7841,28.316,19.3
8074,1603.7768,57.9011,31.1999,20.4
8074.5,1892.0004,53.5691,33.8861,21.5
8075,2140.9521,49.9326,35.6912,22.6
8075.5,2403.8805,47.1537,38.8033,23.6
8076,2470.4515,45.3905,42.11,24.6
8076.5,2300.9928,44.7638,42.2076,25.4
8077,2183.7931,45.3208,41.4413,26.1
8077.5,2107.3841,47.0193,41.218,26.6
8078,1885.8784,49.7422,39.7143,26.9
8078.5,1555.3805,53.3324,36.4961,27
8079,1312.5174,57.6274,34.1394,27.1
8079.5,1084.0427,62.4813,32.3146,27
8080,837.3282,67.7733,30.344,26.7
8080.5,595.3483,73.4077,28.7575,26.2
8081,330.7831,79.3105,27.0325,25.7
8081.5,99,85.425,25.4177,25.1
8082,0,89.2697,24.35,24.4
8082.5,0,90,23.9,23.9
8083,0,90,23.7,23.7
8083.5,0,90,23.475,23.5
8084,0,90,23.225,23.2
8084.5,0,90,22.975,23
8085,0,90,22.725,22.7
8085.5,0,90,22.475,22.5
8086,0,90,22.225,22.2
8086.5,0,90,21.975,22
8087,0,90,21.725,21.7
8087.5,0,90,21.475,21.5
8088,0,90,21.225,21.2
8088.5,0,90,20.925,20.9
8089,0,90,20.575,20.6
8089.5,0,90,20.25,20.3
8090,0,90,19.95,20
8090.5,0,90,19.625,19.6
8091,0,90,19.275,19.3
8091.5,0,90,19,19
8092,0,90,18.8,18.8
8092.5,0,90,18.6,18.6
8093,0,90,18.4,18.4
8093.5,0,90,18.25,18.3
8094,0,90,18.15,18.2
8094.5,0,90,18.1,18.1
8095,0,89.5271,18.1,18.1
8095.5,82.7857,85.9365,18.6404,18.3
8096,256.3673,79.8156,19.8358,18.6
8096.5,412.6736,73.9036,20.9327,18.9
8097,793.0913,68.2561,23.7862,19.3
8097.5,1239.1448,62.9457,27.3386,19.9
8098,1520.3539,58.0663,30.2519,20.8
8098.5,1319.5518,53.7364,29.0472,21.5
8099,1375.6524,50.0997,29.648,22
8099.5,1758.694,47.3172,33.5812,22.5
8100,1661.1738,45.546,35.2344,23
8100.5,1140.2105,44.9065,31.3826,23.2
8101,762.75,45.4465,27.9561,23.3
8101.5,307.8,47.1255,24.989,23.1
8102,217.8,49.828,24.164,22.7
