 TIME                                   ,IR_hori_kjphpm2                         ,Incidence_Angle_Horizontal,T_RTPV                                  ,Tout
2062.5,0,90,21.65,21.7
2063,0,90,21.35,21.4
2063.5,0,90,21.25,21.3
2064,0,90,21.35,21.4
2064.5,0,90,21.375,21.4
2065,0,90,21.325,21.3
2065.5,0,90,21.25,21.3
2066,0,90,21.15,21.2
2066.5,0,90,21.025,21
2067,0,90,20.875,20.9
2067.5,0,90,20.775,20.8
2068,0,90,20.725,20.7
2068.5,0,90,20.525,20.5
2069,0,90,20.175,20.2
2069.5,0,90,20.125,20.1
2070,0,90,20.375,20.4
2070.5,3.6,89.6567,20.525,20.5
2071,10.8,85.8584,20.5913,20.6
2071.5,62.1,78.946,20.7758,20.7
2072,139.5,72.0447,21.0513,20.8
2072.5,206.1,65.1749,21.3548,21
2073,269.1,58.3619,21.7276,21.2
2073.5,321.75,51.6408,22.0356,21.4
2074,383.85,45.0639,22.2749,21.5
2074.5,458.1,38.7147,22.6044,21.7
2075,513.9,32.7349,22.9908,21.9
2075.5,563.85,27.3757,23.3105,22.1
2076,588.15,23.0806,23.4988,22.3
2076.5,580.95,20.5334,23.5255,22.5
2077,585.45,20.4023,23.5026,22.6
2077.5,603.45,22.7292,23.6125,22.7
2078,584.55,26.8817,23.7624,22.8
2078.5,531.9,32.1571,23.8001,22.8
2079,483.3,38.0878,23.7846,22.9
2079.5,433.35,44.4073,23.7266,22.9
2080,365.85,50.9656,23.5979,22.9
2080.5,272.25,57.6748,23.3943,22.9
2081,202.95,64.4803,23.2121,22.8
2081.5,151.2,71.3457,23.0134,22.7
2082,93.6,78.2448,22.7535,22.6
2082.5,32.4,85.1568,22.5083,22.5
2083,0,89.306,22.35,22.4
2083.5,0,90,22.2,22.2
2084,0,90,22,22
2084.5,0,90,21.825,21.8
2085,0,90,21.675,21.7
2085.5,0,90,21.5,21.5
2086,0,90,21.3,21.3
2086.5,0,90,21.1,21.1
2087,0,90,20.9,20.9
2087.5,0,90,20.7,20.7
2088,0,90,20.5,20.5
2088.5,0,90,20.375,20.4
2089,0,90,20.325,20.3
2089.5,0,90,20.225,20.2
2090,0,90,20.075,20.1
2090.5,0,90,19.925,19.9
2091,0,90,19.775,19.8
2091.5,0,90,19.65,19.7
2092,0,90,19.55,19.6
2092.5,0,90,19.45,19.5
2093,0,90,19.35,19.4
2093.5,0,90,19.275,19.3
2094,0,90,19.225,19.2
2094.5,1.8,89.5445,19.2,19.2
2095,5.4,85.6349,19.2153,19.2
2095.5,62.1,78.7225,19.4659,19.3
2096,146.7,71.819,19.8858,19.4
2096.5,213.75,64.9446,20.2432,19.6
2097,283.05,58.1244,20.5706,19.8
2097.5,347.85,51.3927,20.9131,20
2098,415.35,44.8008,21.3366,20.1
2098.5,489.6,38.4312,21.6857,20.3
2099,547.2,32.4242,21.8602,20.5
2099.5,585,27.0312,22.1419,20.7
2100,639,22.7011,22.689,20.8
2100.5,733.5,20.137,23.4524,21
2101,735.3,20.0315,23.9477,21.2
2101.5,648.9,22.4196,23.6543,21.4
2102,589.5,26.637,23.1784,21.5
2102.5,531.45,31.9646,22.9867,21.5
2103,462.15,37.9336,22.9011,21.4
2103.5,375.75,44.2804,22.6787,21.4
2104,308.25,50.858,22.449,21.4
2104.5,260.1,57.5806,22.1199,21.3
2105,193.5,64.3952,21.6012,21
2105.5,103.05,71.2663,21.2319,20.9
2106,48.15,78.1682,21.1314,21
2106.5,20.7,85.0806,20.9942,20.9
2107,0,89.2675,20.775,20.8
2107.5,0,90,20.625,20.6
2108,0,90,20.475,20.5
2108.5,0,90,20.35,20.4
2109,0,90,20.25,20.3
2109.5,0,90,20.125,20.1
2110,0,90,19.975,20
2110.5,0,90,19.85,19.9
2111,0,90,19.75,19.8
2111.5,0,90,19.625,19.6
2112,0,90,19.475,19.5
2112.5,0,90,19.375,19.4
2113,0,90,19.325,19.3
2113.5,0,90,19.25,19.3
2114,0,90,19.15,19.2
2114.5,0,90,19.05,19.1
2115,0,90,18.95,18.9
2115.5,0,90,18.875,18.9
2116,0,90,18.825,18.8
2116.5,0,90,18.775,18.8
2117,0,90,18.725,18.7
2117.5,0,90,18.675,18.7
2118,0,90,18.625,18.6
2118.5,3.6,89.4327,18.625,18.6
2119,10.8,85.4121,18.6979,18.7
2119.5,128.7,78.4998,19.1657,18.9
2120,296.1,71.5944,19.9274,19.2
2120.5,419.85,64.7157,20.6087,19.6
2121,552.15,57.8885,21.2936,20
2121.5,695.9893,51.1464,22.0946,20.4
2122,811.5438,44.5399,22.9654,20.9
2122.5,896.5812,38.15,23.8998,21.3
2123,972.8199,32.116,25.1175,21.7
2123.5,1035.9261,26.6889,25.7641,22.1
2124,1077.6498,22.3232,25.6336,22.4
2124.5,1102.7656,19.7417,25.9139,22.6
2125,1098.3266,19.6628,26.5355,22.9
2125.5,1063.5083,22.1134,26.9368,23.1
2126,1014.7863,26.3964,27.1066,23.2
2126.5,951.0755,31.7762,26.8637,23.4
2127,865.6404,37.7829,26.3129,23.5
2127.5,745.2398,44.1564,25.4935,23.5
2128,623.094,50.7528,24.7451,23.4
2128.5,490.95,57.4885,24.249,23.3
2129,365.85,64.3118,23.8457,23.2
2129.5,229.05,71.1882,23.3843,23
2130,123.75,78.0926,22.9407,22.7
2130.5,45.9,85.0049,22.5328,22.5
2131,0,89.2293,22.15,22.2
2131.5,0,90,21.95,22
2132,0,90,21.85,21.9
2132.5,0,90,21.75,21.8
2133,0,90,21.65,21.7
2133.5,0,90,21.55,21.6
2134,0,90,21.45,21.5
2134.5,0,90,21.35,21.4
2135,0,90,21.25,21.3
2135.5,0,90,21.15,21.2
2136,0,90,21.05,21.1
2136.5,0,90,20.95,21
2137,0,90,20.85,20.9
2137.5,0,90,20.775,20.8
2138,0,90,20.725,20.7
2138.5,0,90,20.675,20.7
2139,0,90,20.625,20.6
2139.5,0,90,20.575,20.6
2140,0,90,20.525,20.5
2140.5,0,90,20.5,20.5
2141,0,90,20.5,20.5
2141.5,0,90,20.5,20.5
2142,0,90,20.5,20.5
2142.5,5.4,89.3212,20.525,20.5
2143,16.2,85.19,20.6164,20.6
2143.5,104.85,78.2781,20.9953,20.7
2144,175.95,71.371,21.4897,21
2144.5,148.5,64.4883,21.6408,21.2
2145,225.9,57.6543,22.0336,21.3
2145.5,349.2,50.9021,22.6157,21.6
2146,550.8,44.2813,23.4448,21.9
2146.5,971.6061,37.8714,25.2762,22.3
2147,1086.7737,31.8104,26.8158,23
2147.5,835.9393,26.3489,26.6309,23.5
2148,917.8629,21.947,27.2072,23.8
2148.5,1317.9577,19.3475,29.1407,24.2
2149,1380.7266,19.2962,30.036,24.7
2149.5,1184.3931,21.811,29.313,25.1
2150,1070.3921,26.1601,28.6155,25.4
2150.5,905.9161,31.5917,28.2208,25.6
2151,908.0351,37.6357,28.5835,25.7
2151.5,1083.456,44.0354,29.2205,25.8
2152,1036.6613,50.65,28.8602,25.9
2152.5,810.7489,57.3983,28.2568,26
2153,628.5707,64.2299,27.8923,26
2153.5,427.3445,71.1112,27.2288,25.9
2154,254.7,78.0177,26.5125,25.8
2154.5,90,84.9297,25.8003,25.6
2155,0,89.1912,25.25,25.3
2155.5,0,90,24.875,24.9
2156,0,90,24.425,24.4
2156.5,0,90,24,24
2157,0,90,23.6,23.6
2157.5,0,90,23.2,23.2
2158,0,90,22.8,22.8
2158.5,0,90,22.35,22.4
2159,0,90,21.85,21.9
2159.5,0,90,21.375,21.4
2160,0,90,20.925,20.9
2160.5,0,90,20.45,20.5
2161,0,90,19.95,20
2161.5,0,90,19.475,19.5
2162,0,90,19.025,19
2162.5,0,90,18.55,18.6
2163,0,90,18.05,18.1
2163.5,0,90,17.675,17.7
2164,0,90,17.425,17.4
2164.5,0,90,17.175,17.2
2165,0,90,16.925,16.9
2165.5,0,90,16.7,16.7
2166,0,90,16.5,16.5
2166.5,5.4,89.2101,16.4,16.4
2167,16.2,84.9688,16.461,16.4
2167.5,157.5,78.0575,17.1062,16.5
2168,368.1,71.149,18.0501,16.8
2168.5,541.9899,64.2626,19.0258,17.1
2169,725.7456,57.4221,20.4701,17.4
2169.5,896.1264,50.6601,21.6876,17.8
2170,1066.1222,44.0251,22.3933,18.1
2170.5,1260.7638,37.5955,23.1955,18.5
2171,1382.4756,31.5076,23.7366,18.9
2171.5,1452.2333,26.0115,23.8227,19.3
2172,1472.9457,21.5727,23.6038,19.6
2172.5,1412.0535,18.9548,23.1102,19.8
2173,1396.9072,18.9319,22.734,19.9
2173.5,1433.424,21.5123,22.7594,20.1
2174,1371.3804,25.9282,22.7927,20.2
2174.5,1220.5862,31.4113,22.6618,20.3
2175,1094.6329,37.4919,22.5706,20.3
2175.5,979.8447,43.9172,22.5188,20.3
2176,821.7608,50.5496,22.3796,20.2
2176.5,631.35,57.3099,21.8138,20.1
2177,470.25,64.1494,21.0853,19.9
2177.5,301.95,71.0353,20.3693,19.7
2178,166.05,77.9436,19.7296,19.4
2178.5,60.3,84.8549,19.1895,19.1
2179,0,89.1532,18.75,18.8
2179.5,0,90,18.475,18.5
2180,0,90,18.225,18.2
2180.5,0,90,18.025,18
2181,0,90,17.875,17.9
2181.5,0,90,17.7,17.7
2182,0,90,17.5,17.5
2182.5,0,90,17.3,17.3
2183,0,90,17.1,17.1
2183.5,0,90,16.9,16.9
2184,0,90,16.7,16.7
2184.5,0,90,16.6,16.6
2185,0,90,16.6,16.6
2185.5,0,90,16.6,16.6
2186,0,90,16.6,16.6
2186.5,0,90,16.575,16.6
2187,0,90,16.525,16.5
2187.5,0,90,16.55,16.6
2188,0,90,16.65,16.7
2188.5,0,90,16.7,16.7
2189,0,90,16.7,16.7
2189.5,0,90,16.7,16.7
2190,0,90,16.7,16.7
2190.5,3.6,89.0994,16.725,16.7
2191,10.8,84.7486,16.7957,16.8
2191.5,127.35,77.8382,17.174,16.9
2192,283.05,70.9285,17.7328,17.3
2192.5,389.25,64.0386,18.2541,17.6
2193,503.55,57.1919,18.8462,18
2193.5,615.3211,50.4204,19.386,18.4
2194,724.2736,43.7715,19.8592,18.8
2194.5,832.8471,37.3224,20.465,19.2
2195,915.5488,31.2077,21.2802,19.6
2195.5,987.8113,25.6769,22.0844,20
2196,1011.4341,21.2004,22.6982,20.3
2196.5,974.4008,18.5634,22.9454,20.5
2197,960.9003,18.57,23.0054,20.8
2197.5,962.8324,21.2176,23.1832,21
2198,928.409,25.7005,23.3429,21.1
2198.5,863.3477,31.2349,23.3092,21.3
2199,803.6543,37.3516,23.1907,21.4
2199.5,739.6669,43.8019,23.096,21.4
2200,640.8863,50.4515,22.9301,21.4
2200.5,509.4,57.2234,22.6456,21.4
2201,390.6,64.0703,22.3418,21.3
2201.5,260.55,70.9604,21.7811,21.1
2202,149.85,77.8702,21.2205,20.9
2202.5,53.1,84.7805,20.7791,20.7
2203,0,89.1154,20.425,20.4
2203.5,0,90,20.15,20.2
2204,0,90,19.85,19.9
2204.5,0,90,19.525,19.5
2205,0,90,19.175,19.2
2205.5,0,90,18.825,18.8
2206,0,90,18.475,18.5
2206.5,0,90,18.15,18.2
2207,0,90,17.85,17.9
2207.5,0,90,17.575,17.6
2208,0,90,17.325,17.3
2208.5,0,90,17,17
2209,0,90,16.6,16.6
2209.5,0,90,16.175,16.2
2210,0,90,15.725,15.7
2210.5,0,90,15.3,15.3
2211,0,90,14.9,14.9
2211.5,0,90,14.55,14.6
2212,0,90,14.25,14.3
2212.5,0,90,13.975,14
2213,0,90,13.725,13.7
2213.5,0,90,13.5,13.5
2214,0,90,13.3,13.3
2214.5,27,88.9894,13.3088,13.2
2215,81,84.5296,13.5107,13.3
2215.5,426.7962,77.6203,14.6676,13.6
2216,1114.6807,70.7096,17.5662,14.1
2216.5,1509.7061,63.8165,19.9161,14.7
2217,1673.2997,56.9639,20.9489,15.4
2217.5,1826.6099,50.1831,22.0475,15.9
2218,2001.8784,43.5207,23.6591,16.3
2218.5,2447.4378,37.0524,26.1571,16.7
2219,2637.3493,30.911,26.9919,17.2
2219.5,2612.7213,25.3452,27.2666,17.6
2220,2470.8856,20.8303,27.5267,17.9
2220.5,2086.3215,18.1736,26.522,18
2221,1929.1471,18.2106,26.3016,18.1
2221.5,2046.8494,20.9269,27.3145,18.1
2222,1827.5857,25.4773,26.5506,18.1
2222.5,1265.5309,31.0625,23.7255,18
2223,1162.5936,37.2147,22.8518,17.7
2223.5,1333.326,43.6894,23.2596,17.5
2224,1209.0751,50.3556,22.432,17.3
2224.5,858.3322,57.1387,20.7197,17
2225,573.1311,63.9926,19.2877,16.7
2225.5,232.2,70.8865,17.3925,16.3
2226,63,77.7973,16.1964,15.9
2226.5,38.7,84.7064,15.6951,15.5
2227,0,89.0776,15.1,15.1
2227.5,0,90,14.825,14.8
2228,0,90,14.675,14.7
2228.5,0,90,14.525,14.5
2229,0,90,14.375,14.4
2229.5,0,90,14.225,14.2
2230,0,90,14.075,14.1
2230.5,0,90,13.925,13.9
2231,0,90,13.775,13.8
2231.5,0,90,13.625,13.6
2232,0,90,13.475,13.5
2232.5,0,90,13.5,13.5
2233,0,90,13.7,13.7
2233.5,0,90,13.925,13.9
2234,0,90,14.175,14.2
2234.5,0,90,14.425,14.4
2235,0,90,14.675,14.7
2235.5,0,90,14.875,14.9
2236,0,90,15.025,15
2236.5,0,90,15.175,15.2
2237,0,90,15.325,15.3
2237.5,0,90,15.425,15.4
2238,0,90,15.475,15.5
2238.5,10.8,88.8799,15.6201,15.6
2239,32.4,84.3119,15.8876,15.7
2239.5,283.5948,77.4039,18.0646,16.1
2240,671.1466,70.4925,20.9007,16.9
2240.5,965.8548,63.5964,23.1668,17.8
2241,1227.9827,56.7382,25.4575,18.8
2241.5,1492.8639,49.9485,27.9489,19.8
2242,1702.2416,43.2729,30.4606,20.7
2242.5,1839.5749,36.7855,32.9348,21.6
2243,1986.9748,30.6176,36.1424,22.5
2243.5,2168.5172,25.0167,39.1265,23.3
2244,2211.4694,20.4626,40.1164,24
2244.5,2107.6117,17.7855,38.7559,24.5
2245,2050.6667,17.8538,37.1179,25
2245.5,2009.9984,20.6403,37.3356,25.4
2246,1918.7516,25.2586,38.6825,25.7
2246.5,1804.4422,30.8942,38.964,25.9
2247,1650.2852,37.0812,37.9578,26
2247.5,1460.0754,43.5796,36.7612,26.1
2248,1229.5157,50.2619,35.2022,26
2248.5,971.5921,57.0556,32.6773,25.9
2249,709.4537,63.9162,29.9574,25.6
2249.5,428.85,70.8134,27.6988,25.2
2250,233.55,77.7251,26.0679,24.7
2250.5,84.6,84.6325,24.6249,24.1
2251,0,89.0399,23.5,23.5
2251.5,0,90,23.175,23.2
2252,0,90,23.125,23.1
2252.5,0,90,23.1,23.1
2253,0,90,23.1,23.1
2253.5,0,90,23.075,23.1
2254,0,90,23.025,23
2254.5,0,90,23,23
2255,0,90,23,23
2255.5,0,90,22.975,23
2256,0,90,22.925,22.9
2256.5,0,90,22.85,22.9
2257,0,90,22.75,22.8
2257.5,0,90,22.65,22.7
2258,0,90,22.55,22.6
2258.5,0,90,22.45,22.5
2259,0,90,22.35,22.4
2259.5,0,90,22.275,22.3
2260,0,90,22.225,22.2
2260.5,0,90,22.175,22.2
2261,0,90,22.125,22.1
2261.5,0,90,22.075,22.1
2262,0,90,22.025,22
2262.5,9,88.7711,22.0549,22
2263,27,84.0956,22.152,22.1
2263.5,225.9,77.1892,22.9603,22.4
2264,443.7,70.2773,24.0841,22.9
2264.5,532.4263,63.3785,24.9164,23.3
2265,699.5171,56.515,26.1448,23.8
2265.5,925.5498,49.7166,27.8698,24.3
2266,1081.3647,43.028,29.702,24.8
2266.5,1179.4135,36.522,31.1597,25.3
2267,1281.05,30.3277,32.2371,25.8
2267.5,1373.5054,24.6914,32.8585,26.2
2268,1446.282,20.0974,32.9635,26.6
2268.5,1528.7703,17.3991,33.7265,27
2269,1503.3383,17.4999,34.7609,27.3
2269.5,1368.2832,20.358,34.914,27.6
2270,1251.9152,25.0444,34.7001,27.7
2270.5,1109.4995,30.7298,34.1329,27.8
2271,991.4925,36.951,33.5078,27.9
2271.5,898.066,43.4725,32.8685,27.9
2272,783.2643,50.1703,32.0097,27.8
2272.5,663.784,56.9742,30.8532,27.7
2273,520.9791,63.8409,29.6186,27.6
2273.5,346.05,70.7412,28.6439,27.4
2274,201.15,77.6533,27.8555,27.1
2274.5,70.2,84.5588,27.0372,26.8
2275,0,89.0022,26.45,26.5
2275.5,0,90,26.125,26.1
2276,0,90,25.775,25.8
2276.5,0,90,25.425,25.4
2277,0,90,25.075,25.1
2277.5,0,90,24.725,24.7
2278,0,90,24.375,24.4
2278.5,0,90,24.025,24
2279,0,90,23.675,23.7
2279.5,0,90,23.325,23.3
2280,0,90,22.975,23
2280.5,0,90,22.625,22.6
2281,0,90,22.275,22.3
2281.5,0,90,21.9,21.9
2282,0,90,21.5,21.5
2282.5,0,90,21.125,21.1
2283,0,90,20.775,20.8
2283.5,0,90,20.5,20.5
2284,0,90,20.3,20.3
2284.5,0,90,20.1,20.1
2285,0,90,19.9,19.9
2285.5,0,90,19.725,19.7
2286,0,90,19.575,19.6
2286.5,14.4,88.6631,19.6039,19.5
2287,43.2,83.881,19.8165,19.6
2287.5,268.0861,76.9763,21.4261,19.9
2288,605.2605,70.0641,24.0563,20.6
2288.5,944.1871,63.1629,26.8605,21.3
2289,1210.7297,56.2943,29.3309,22.1
2289.5,1291.096,49.4876,30.2675,22.9
2290,1509.347,42.7864,31.6335,23.6
2290.5,1874.074,36.262,33.9049,24.3
2291,2154.923,30.0414,35.8319,25
2291.5,2418.2715,24.3696,37.1755,25.8
2292,2596.6248,19.735,37.605,26.5
2292.5,2658.9493,17.0147,37.3991,27.2
2293,2720.8042,17.1488,37.2442,27.9
2293.5,2762.9995,20.0801,37.1315,28.5
2294,2720.2288,24.8347,36.7871,29
2294.5,2648.003,30.5695,36.5209,29.4
2295,2387.081,36.824,35.8003,29.7
2295.5,1946.5362,43.368,34.7177,29.8
2296,1666.4932,50.0807,34.147,29.8
2296.5,1441.5292,56.8943,33.6068,29.7
2297,1126.3887,63.7668,32.6059,29.4
2297.5,885.8772,70.6698,31.7442,29.1
2298,515.1434,77.582,30.4074,28.6
2298.5,136.8,84.4852,28.6221,28.1
2299,0,88.9645,27.35,27.4
2299.5,0,90,26.8,26.8
2300,0,90,26.4,26.4
2300.5,0,90,26.025,26
2301,0,90,25.675,25.7
2301.5,0,90,25.3,25.3
2302,0,90,24.9,24.9
2302.5,0,90,24.5,24.5
2303,0,90,24.1,24.1
2303.5,0,90,23.7,23.7
2304,0,90,23.3,23.3
2304.5,0,90,22.95,23
2305,0,90,22.65,22.7
2305.5,0,90,22.35,22.4
2306,0,90,22.05,22.1
2306.5,0,90,21.75,21.8
2307,0,90,21.45,21.5
2307.5,0,90,21.225,21.2
2308,0,90,21.075,21.1
2308.5,0,90,20.925,20.9
2309,0,90,20.775,20.8
2309.5,0,90,20.625,20.6
2310,0,90,20.475,20.5
2310.5,14.4,88.5558,20.5246,20.5
2311,43.2,83.668,20.755,20.6
2311.5,350.2458,76.7652,22.3714,21
2312,812.5707,69.8531,24.5552,21.7
2312.5,1031.0172,62.9497,25.9649,22.5
2313,1225.2553,56.0763,27.4751,23.3
2313.5,1646.2357,49.2616,29.5903,24.1
2314,1817.446,42.5481,30.5435,25
2314.5,1587.8244,36.0055,30.1646,25.7
2315,2188.5825,29.759,32.3767,26.2
2315.5,2653.0327,24.0515,34.3967,26.8
2316,2869.2561,19.3754,35.8941,27.7
2316.5,2454.0593,16.6323,34.731,28.3
2317,2402.0081,16.8008,34.2529,28.8
2317.5,2655.2541,19.8067,34.8361,29.2
2318,2468.5458,24.6296,34.5712,29.6
2318.5,1842.9495,30.413,33.1151,29.8
2319,1671.3988,36.7003,32.4918,29.9
2319.5,1769.4918,43.266,32.5286,29.9
2320,1705.8747,49.9932,32.3937,29.9
2320.5,1670.1371,56.8159,32.14,29.9
2321,1284.9065,63.6938,31.3103,29.8
2321.5,714.1195,70.5991,30.2952,29.5
2322,341.947,77.511,29.402,29
2322.5,100.8,84.4117,28.5292,28.4
2323,0,88.9268,27.725,27.7
2323.5,0,90,27.275,27.3
2324,0,90,27.025,27
2324.5,0,90,26.775,26.8
2325,0,90,26.525,26.5
2325.5,0,90,26.275,26.3
2326,0,90,26.025,26
2326.5,0,90,25.775,25.8
2327,0,90,25.525,25.5
2327.5,0,90,25.275,25.3
2328,0,90,25.025,25
2328.5,0,90,24.825,24.8
2329,0,90,24.675,24.7
2329.5,0,90,24.525,24.5
2330,0,90,24.375,24.4
2330.5,0,90,24.225,24.2
2331,0,90,24.075,24.1
2331.5,0,90,23.95,24
2332,0,90,23.85,23.9
2332.5,0,90,23.75,23.8
2333,0,90,23.65,23.7
2333.5,0,90,23.575,23.6
2334,0,90,23.525,23.5
2334.5,5.4,88.4495,23.5,23.5
2335,16.2,83.4568,23.5331,23.5
2335.5,120.15,76.5563,23.8708,23.6
2336,211.05,69.6444,24.3067,23.9
2336.5,194.85,62.739,24.4825,24.1
2337,287.55,55.8612,24.8543,24.2
2337.5,481.05,49.0387,25.5408,24.5
2338,591.75,42.3133,26.1249,24.8
2338.5,655.7608,35.7529,26.615,25
2339,718.4008,29.4806,27.1298,25.3
2339.5,771.8886,23.7373,27.4411,25.5
2340,796.2622,19.0189,27.4963,25.7
2340.5,771.4807,16.2519,27.5508,25.9
2341,796.6627,16.456,27.796,26
2341.5,861.2318,19.5379,28.0636,26.2
2342,908.322,24.4292,28.2292,26.3
2342.5,998.5739,30.2606,28.4771,26.5
2343,941.8567,36.5798,28.4236,26.6
2343.5,726.6118,43.1666,28.1275,26.7
2344,601.2991,49.9075,28.0269,26.7
2344.5,527.4,56.739,27.9262,26.7
2345,415.8,63.6217,27.6283,26.6
2345.5,269.55,70.529,27.1954,26.5
2346,155.25,77.4404,26.7789,26.4
2346.5,56.7,84.3382,26.3532,26.2
2347,0,88.889,26,26
2347.5,0,90,25.8,25.8
2348,0,90,25.6,25.6
2348.5,0,90,25.4,25.4
2349,0,90,25.2,25.2
2349.5,0,90,24.875,24.9
2350,0,90,24.425,24.4
2350.5,0,90,24.225,24.2
2351,0,90,24.275,24.3
2351.5,0,90,24.175,24.2
2352,0,90,23.925,23.9
2352.5,0,90,23.775,23.8
2353,0,90,23.725,23.7
2353.5,0,90,23.525,23.5
2354,0,90,23.175,23.2
2354.5,0,90,23,23
2355,0,90,23,23
2355.5,0,90,22.925,22.9
2356,0,90,22.775,22.8
2356.5,0,90,22.675,22.7
2357,0,90,22.625,22.6
2357.5,0,90,22.575,22.6
2358,0,90,22.525,22.5
2358.5,5.4,88.3441,22.525,22.5
2359,16.2,83.2476,22.6253,22.6
2359.5,112.5,76.3494,23.0241,22.7
2360,240.3,69.4381,23.5167,22.9
2360.5,328.95,62.531,23.9432,23.1
2361,427.05,55.649,24.4861,23.4
2361.5,528.3,48.8191,24.9333,23.6
2362,609.3,42.082,25.1982,23.9
2362.5,677.3653,35.5042,25.5267,24.1
2363,732.8135,29.2063,25.9268,24.4
2363.5,775.4339,23.4271,26.2253,24.6
2364,799.9346,18.6656,26.4059,24.8
2364.5,805.0882,15.8739,26.591,25
2365,799.6757,16.1144,26.8015,25.1
2365.5,782.3442,19.2737,26.824,25.2
2366,749.7276,24.2333,26.6753,25.3
2366.5,702.6213,30.112,26.5942,25.3
2367,642.6976,36.4624,26.5577,25.4
2367.5,568.8,43.0696,26.4813,25.4
2368,489.6,49.8237,26.3768,25.4
2368.5,398.7,56.6634,26.1656,25.4
2369,306.9,63.5507,25.8778,25.3
2369.5,205.2,70.4595,25.5051,25.1
2370,118.8,77.37,25.1192,24.9
2370.5,42.3,84.2648,24.7788,24.7
2371,0,88.8511,24.5,24.5
2371.5,0,90,24.125,24.1
2372,0,90,23.575,23.6
2372.5,0,90,23.45,23.5
2373,0,90,23.75,23.8
2373.5,0,90,23.9,23.9
2374,0,90,23.9,23.9
2374.5,0,90,23.85,23.9
2375,0,90,23.75,23.8
2375.5,0,90,23.65,23.7
2376,0,90,23.55,23.6
2376.5,0,90,23.475,23.5
2377,0,90,23.425,23.4
2377.5,0,90,23.4,23.4
2378,0,90,23.4,23.4
2378.5,0,90,23.375,23.4
2379,0,90,23.325,23.3
2379.5,0,90,23.3,23.3
2380,0,90,23.3,23.3
2380.5,0,90,23.3,23.3
2381,0,90,23.3,23.3
2381.5,0,90,23.3,23.3
2382,0,90,23.3,23.3
2382.5,9,88.2397,23.352,23.3
2383,27,83.0404,23.4528,23.4
2383.5,165.6,76.1449,24.1,23.6
2384,352.8,69.2342,25.2372,24
2384.5,493.65,62.3258,26.3081,24.5
2385,629.55,55.4398,27.2581,25
2385.5,753.9821,48.6029,28.2119,25.4
2386,888.105,41.8545,29.3015,25.9
2386.5,1012.555,35.2595,29.8694,26.3
2387,1098.2321,28.9363,29.8985,26.7
2387.5,1176.5836,23.1211,30.2812,27.1
2388,1204.4657,18.3157,30.807,27.4
2388.5,1174.7947,15.4981,30.9674,27.8
2389,1153.2099,15.7762,30.982,28.1
2389.5,1125.5389,19.0143,30.8393,28.3
2390,1083.514,24.042,30.5809,28.4
2390.5,1038.4941,29.9673,30.5981,28.6
2391,957.6082,36.348,30.7716,28.7
2391.5,846.7008,42.9749,30.7592,28.7
2392,717.315,49.7417,30.5525,28.7
2392.5,565.65,56.5891,30.0968,28.6
2393,427.95,63.4805,29.5394,28.5
2393.5,276.75,70.3906,28.9428,28.3
2394,155.25,77.2999,28.3933,28
2394.5,56.7,84.1912,27.8436,27.7
2395,0,88.8132,27.375,27.4
2395.5,0,90,27.075,27.1
2396,0,90,26.825,26.8
2396.5,0,90,26.55,26.6
2397,0,90,26.25,26.3
2397.5,0,90,25.975,26
2398,0,90,25.725,25.7
2398.5,0,90,25.45,25.5
2399,0,90,25.15,25.2
2399.5,0,90,24.85,24.9
2400,0,90,24.55,24.6
2400.5,0,90,24.25,24.3
2401,0,90,23.95,24
2401.5,0,90,23.65,23.7
2402,0,90,23.35,23.4
2402.5,0,90,23.025,23
2403,0,90,22.675,22.7
2403.5,0,90,22.425,22.4
2404,0,90,22.275,22.3
2404.5,0,90,22.125,22.1
2405,0,90,21.975,22
2405.5,0,90,21.85,21.9
2406,0,90,21.75,21.8
2406.5,19.8,88.1364,21.836,21.8
2407,59.4,82.8354,22.1162,21.9
2407.5,367.2863,75.9427,23.8097,22.3
2408,790.8197,69.033,26.7376,23
2408.5,1013.0457,62.1235,28.9263,23.7
2409,1324.962,55.2338,31.3188,24.5
2409.5,1785.1272,48.3902,34.8947,25.3
2410,2113.1946,41.6308,38.3122,26.2
2410.5,2315.5823,35.0191,39.7065,27
2411,2318.8239,28.6708,38.8548,27.8
2411.5,1961.3466,22.8196,36.4641,28.4
2412,1879.0908,17.9694,35.5427,28.7
2412.5,1998.4121,15.1249,35.6732,29
2413,2099.6122,15.4416,35.8435,29.3
2413.5,2332.8394,18.7598,36.9413,29.6
2414,2292.1725,23.8554,37.6162,29.9
2414.5,1967.3367,29.8264,37.0198,30.1
2415,1869.8844,36.2366,37.0787,30.2
2415.5,1911.4416,42.8825,37.751,30.3
2416,1750.9046,49.6614,37.6139,30.4
2416.5,1456.2843,56.516,36.595,30.3
2417,1172.1536,63.4111,35.2633,30.2
2417.5,997.8172,70.3221,33.9334,30
2418,528.6869,77.2299,31.5232,29.7
2418.5,120.15,84.1175,29.7509,29.2
2419,2.25,88.7751,28.675,28.7
2419.5,0,90,28.25,28.3
2420,0,90,27.95,28
2420.5,0,90,27.675,27.7
2421,0,90,27.425,27.4
2421.5,0,90,27.15,27.2
2422,0,90,26.85,26.9
2422.5,0,90,26.575,26.6
2423,0,90,26.325,26.3
2423.5,0,90,26.05,26.1
2424,0,90,25.75,25.8
